17.99,10.38,122.8
20.57,17.77,132.9
19.69,21.25,130
11.42,20.38,77.58
20.29,14.34,135.1
12.45,15.7,82.57
18.25,19.98,119.6
13.71,20.83,90.2
13,21.82,87.5
12.46,24.04,83.97
16.02,23.24,102.7
15.78,17.89,103.6
19.17,24.8,132.4
15.85,23.95,103.7
13.73,22.61,93.6
14.54,27.54,96.73
14.68,20.13,94.74
16.13,20.68,108.1
19.81,22.15,130
13.54,14.36,87.46
13.08,15.71,85.63
9.504,12.44,60.34
15.34,14.26,102.5
21.16,23.04,137.2
16.65,21.38,110
17.14,16.4,116
14.58,21.53,97.41
18.61,20.25,122.1
15.3,25.27,102.4
17.57,15.05,115
18.63,25.11,124.8
11.84,18.7,77.93
17.02,23.98,112.8
19.27,26.47,127.9
16.13,17.88,107
16.74,21.59,110.1
14.25,21.72,93.63
13.03,18.42,82.61
14.99,25.2,95.54
13.48,20.82,88.4
13.44,21.58,86.18
10.95,21.35,71.9
19.07,24.81,128.3
13.28,20.28,87.32
13.17,21.81,85.42
18.65,17.6,123.7
8.196,16.84,51.71
13.17,18.66,85.98
12.05,14.63,78.04
13.49,22.3,86.91
11.76,21.6,74.72
13.64,16.34,87.21
11.94,18.24,75.71
18.22,18.7,120.3
15.1,22.02,97.26
11.52,18.75,73.34
19.21,18.57,125.5
14.71,21.59,95.55
13.05,19.31,82.61
8.618,11.79,54.34
10.17,14.88,64.55
8.598,20.98,54.66
14.25,22.15,96.42
9.173,13.86,59.2
12.68,23.84,82.69
14.78,23.94,97.4
9.465,21.01,60.11
11.31,19.04,71.8
9.029,17.33,58.79
12.78,16.49,81.37
18.94,21.31,123.6
8.888,14.64,58.79
17.2,24.52,114.2
13.8,15.79,90.43
12.31,16.52,79.19
16.07,19.65,104.1
13.53,10.94,87.91
18.05,16.15,120.2
20.18,23.97,143.7
12.86,18,83.19
11.45,20.97,73.81
13.34,15.86,86.49
25.22,24.91,171.5
19.1,26.29,129.1
12,15.65,76.95
18.46,18.52,121.1
14.48,21.46,94.25
19.02,24.59,122
12.36,21.8,79.78
14.64,15.24,95.77
14.62,24.02,94.57
15.37,22.76,100.2
13.27,14.76,84.74
13.45,18.3,86.6
15.06,19.83,100.3
20.26,23.03,132.4
12.18,17.84,77.79
9.787,19.94,62.11
11.6,12.84,74.34
14.42,19.77,94.48
13.61,24.98,88.05
6.981,13.43,43.79
12.18,20.52,77.22
9.876,19.4,63.95
10.49,19.29,67.41
13.11,15.56,87.21
11.64,18.33,75.17
12.36,18.54,79.01
22.27,19.67,152.8
11.34,21.26,72.48
9.777,16.99,62.5
12.63,20.76,82.15
14.26,19.65,97.83
10.51,20.19,68.64
8.726,15.83,55.84
11.93,21.53,76.53
8.95,15.76,58.74
14.87,16.67,98.64
15.78,22.91,105.7
17.95,20.01,114.2
11.41,10.82,73.34
18.66,17.12,121.4
24.25,20.2,166.2
14.5,10.89,94.28
13.37,16.39,86.1
13.85,17.21,88.44
13.61,24.69,87.76
19,18.91,123.4
15.1,16.39,99.58
19.79,25.12,130.4
12.19,13.29,79.08
15.46,19.48,101.7
16.16,21.54,106.2
15.71,13.93,102
18.45,21.91,120.2
12.77,22.47,81.72
11.71,16.67,74.72
11.43,15.39,73.06
14.95,17.57,96.85
11.28,13.39,73
9.738,11.97,61.24
16.11,18.05,105.1
11.43,17.31,73.66
12.9,15.92,83.74
10.75,14.97,68.26
11.9,14.65,78.11
11.8,16.58,78.99
14.95,18.77,97.84
14.44,15.18,93.97
13.74,17.91,88.12
13,20.78,83.51
8.219,20.7,53.27
9.731,15.34,63.78
11.15,13.08,70.87
13.15,15.34,85.31
12.25,17.94,78.27
17.68,20.74,117.4
16.84,19.46,108.4
12.06,12.74,76.84
10.9,12.96,68.69
11.75,20.18,76.1
19.19,15.94,126.3
19.59,18.15,130.7
12.34,22.22,79.85
23.27,22.04,152.1
14.97,19.76,95.5
10.8,9.71,68.77
16.78,18.8,109.3
17.47,24.68,116.1
14.97,16.95,96.22
12.32,12.39,78.85
13.43,19.63,85.84
15.46,11.89,102.5
11.08,14.71,70.21
10.66,15.15,67.49
8.671,14.45,54.42
9.904,18.06,64.6
16.46,20.11,109.3
13.01,22.22,82.01
12.81,13.06,81.29
27.22,21.87,182.1
21.09,26.57,142.7
15.7,20.31,101.2
11.41,14.92,73.53
15.28,22.41,98.92
10.08,15.11,63.76
18.31,18.58,118.6
11.71,17.19,74.68
11.81,17.39,75.27
12.3,15.9,78.83
14.22,23.12,94.37
12.77,21.41,82.02
9.72,18.22,60.73
12.34,26.86,81.15
14.86,23.21,100.4
12.91,16.33,82.53
13.77,22.29,90.63
18.08,21.84,117.4
19.18,22.49,127.5
14.45,20.22,94.49
